QueryText,KccAns
For vegetative growth in groundnut,Recommended for spray Multi-K 75gm per litre of water for vegetative growth in groundnut
weeding,glycel 2ml1 lit water
Asking about  How to reduce heavy dose of fertilizer effect in Groundnut,:         :
ground nut ki buwai ker de,ker sakte hai
ask about fungus problem in  groundnut crop,WP -
ask about ganeral informationall information provided -,thanks for calling in kisan call centre
Asked about Leaf miner and Root rot management for Groundnut,:         : 15   2
Ask about fertilizer in groundnut,90 2
information of water management of groundnut,timely irrigation
seed treatment in groundnut,treat with tiram 2 gm kg of seed
Ground nut leaf hopper,Recommended for spray fipronil 2 ml litre of water
herbicide,groundnut herbicide - purshut 2 mllit
Asked about plant protection,Suggested to spray  KAVACH or CHLOROTHALONIL 05 g per lit waterSuggested to spray hexaconozole- 1g per lit water
leaf minor control in groundnut,Recommended for Spray chlorpyriphos 2 ml litre of water
Farmer wants to know information about How to control of fungal attack in groundnut  crop,Recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water
FARMER ASKED ABOUT ATTACK OF SUCKING PEST ON GROUNDNUT CROP,:- 25  15
ASKING ABOUT CONTROL OF EXCESSIVE GROWTH OF GROUNDNUT,::  -
Farmer asked Fertilizer dose information of Groundnut crop,-  65
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,75   45   2
Asked about ground nut leaf feeder management,:        :   2       1
Ask about weed control in groundnut  crop,- 5 EC   25 -30
Asked about Leaf minor management in Groundnut,:      :   2   1
ASKING ABOUT NUTRIENT MANAGEMENT IN GOUNDNUT,SPRAY Ca as Ca-EDTA  10   05-1 GRAM LITER OF WATER
LEAF SPOT IN GROUNDNUT,SPRAY MANCOZEB 3G PER 1LTR WATER
ask for fertilizer information,I suggest:apply urea after 25 days
Farmer asked weed control in ground nut crop,-- 9  EC    -
fertilizer dosage in ground nut:,fertilizer dosage in ground nut:zypsum 200kgacre
ask abt basal dose,i have sugested DAP  UREA
helicoverpa,spraying of quizalophas ethyle 400 mlacre
fertilizer,0:52:34 microla borax gypsum
dry root in groundnut,soil drench with 2 gram saff and 1 gram plantomycin in 1 litre water
Ask about sucking pests problem in groundnut  crop,SL 7-8              40        ppm
WEDD MANAGEMENT NEAR GROUNDNUT PEA PLANT,SPRAY TARGA SUPER 2ML PER LTR WATER
groundnut weed management,groundnut weed management: not recommended
Information about Fertilizer dose in Groundnut,40    10
Asked about to  DISEASE CONTROL IN  peanut,--       50   250
groundnut weed management -,no weedicide recommended to spray in this crop stage
Asking about Groundnut bio fertilizer management,:       :  1    1
Asked about caterpillar management in groundnut,:     :    10   4
Farmer wants to know information about How to control of fungal attack in  crop,Recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water
asked about plant protection in groundnut,spray-dimethoate 2mlliter of water
Farmer asked Sucking pests and Larvae problem in crop,10    5  8
late tikka leaf spot in groundnut,RECOMMENDED TO SPRAY CARBENDAZIM  200 GRAMS PER ACRE
pest,admire  300  gram
CHLIOROPYRIPHOS 2ML PER LITER OF WATER,CHLIOROPYRIPHOS 2ML PER LITER OF WATER
ASKED ABOUT TO DISEASE CONTROL IN,1  5
STORAGE GRAIN PEST IN GROUND NUT,RECOMMENDED TO APPLY DRIED NEEM LEAVES TO AVOID STORAGE GRAIN PEST IN GROUND NUT
Asking about need for borax application,200
mungphali me keeda,15 litre chloropyriphos 20 ec  acre  sichiai ke pani ke sath dijiye
GROUNDNUT SEED RATE,--             :
Ask about variety information in summer groundnut crop,-              -
catter piller in ground nut,THIODECARB    300 ML PER ACRE
moong phali ki prajati ki jankari de,moong phali ki prajati - JGN 3 chandra avtar TG 37A
asking about groundnut root rot management,recommended for apply pseudomonas fluorescens - 1 kg acre
Farmer asked Jassid Problem in crop groundnut,ZC
leaf spot in groundnut,RECOMMENDED TO SPRAY HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE  IN GROUND NUT
ask about water management in groundnut crop,-
TELL ME MSP GROUNDNUT,MSP GROUNDNUT RS 4450 RUPAY QUNTAL
Groundnut root pest,Recommended to use Forate 10  Granules 6 kg  acre
Farmer asked fungus control information of GROUNDNUT,SE  10                 WP
Ask about blank pod problem   in groundnut crop,100
Seedrate for groundnut,50 kg  acre
weed management in mung phalli,Manual weeding should be done
TELL ME DISEASE CONTROL IN GROUNDNUT,-- 12   63    2
Farmer asked query on Weather,:   -      : :            35  C    25  C     6
Asked About General Information,Zinc sulphate- 4 kgacreBorax- 4 kgacreGypsum- 200 kgacre
asked about varieties of groundnut,-  --
Farmer asked query on Weather,:                    38
groundnut tobacco catter piller,RECOMMENDED TO SPRAY EMAMECTIC BENZOATE PROCLAIM SPOLIT 80 GRAMS PER ACRE
top dressing fertilizer groundnut,apply gypsum 160kgac
rust management in ground nut,RECOMMENDED TO SPRAY CHLOROTHALONIL KAVACH  400 GMACRE
Asked about pest management in groundnut,suggested to spray imidacloprid 05 ml per litre
asking about fertiliser nitrogen,i have suggest fertiliser ammoniya
asked about attack of white fly on groundnut,attack of white fly on groundnut - Spray Pegasus 25 gm 15 liter of waterDiafenthiuronSyngenta
DOSE OF PENDIMITHALIN,SPRAY PENDIMITHALIN  6ML1LIT WATER
Asked about plant protection in groundnut,suggested to give chloropyriphos 2mll
TELL ME WEEDISAID IN GROUNNUT,USE-FLUKLORILIN 1KG1000LITTER WATER SOLTUTIONHAC
about the groundnut root rot management,recommended to soil drench with coper oxy chloride 3 grams per liter  water
PLZ TELL ME CONTROL OF WHITE GRUNB IN GN,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Asking about Stem rot and root rot control in Groundnut,:    :    2
Farmer asked Varieties information of Ground nut crop,-           -0
Farmer want to know information about  How to control aphids in groundnut crop,Recommended for Spray Fipronil 5  SC 20-25 ml per pump spray
ask about fungus problem in peamut crop,WP -
Farmer wants to know information about varieties of groundnut,-    -   -  -36  -501  -
PEST PROBLEM OF GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
Farmer asked fungus in root control information in groundnut crop,WP
GROUNDNUT SOWING TIME,SOWING TIME OF GROUNDNUT IS FROM NOVEMBER TO DECEMBER
Ask about larva problem in groundnut crop,EC
Asking about Tobacco caterpillar and late leaf spot management in groundnut,:     : :         15
NUTRIENT MANAGEMENT,RECOMMENDED TO SPRAY AGROMINIMAX 3 GRAMS1 LITER OF WATER
TELL ME ABOUT  INSECT CONTROL IN GROUNDNUT,SPRAY OF THIOMETHOXAM 25 WG 05 GM  PER LITER WATER
ask for cotton wilt,suggested  blue copper 40 gram  pump
TELL ME ABOUT ROOT ROT CONTROL IN GUAR,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
ASKING ABOUT THE APPLICATION OF NUTRIENT IN GROUNDNUT,SULPHATE OF POTASH 0-0-50  -
Stem rot in groundnut,Recommended for apply Trichoderma viride 1 kg  25  kg FYM acre
ASKED  ABOUT  TO TERMITE CONTROL IN  GROUNDNUT,178   1
GROUNDNUT JAYAD VARIETY,GROUNDNUT JAYAD VARIETY - DH 86 PRATAP RAJ MUNGAPHALI
TELL ME ABOUT NUTRIENT MANAGEMENT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
Ask about seed rate information in Groundnut crop,32-35
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,10        2
Farmer asked information about fertilizer in groundnut crop,130
ROOT PROBLAM IN GROUNDNUT,KARBANDAZIM 300 GRAM PER BHIGA
Asked  ABOUT to DISEASE CONTROL IN  groundnut,12   63    2
ROOT ROT IN GROUNDNUT,SPRAY STREPTOCYCLINE  3GMBLUE COPPER  45GM15LIT WATER FOR ROOT ROT IN GROUNDNUT
ask for fertilizers,urea
Asking about urea application in after pod initiation in groundnut,:    : :
sowing season for groundnut,recommended for sowing at Sep- Oct
GROUND NUT UREA DOSAGE,UREA-5 GRAMS PER LITER WATER
SUCKING PESTS MANAGEMENT IN GROUNDNUT,SUCKING PESTS MANAGEMENT IN GROUNDNUT:RECOMMENDED TO SPRAY  FIPRONIL  2ML    LITRES OF WATER
GROWTH RELATED QUERY IN GROUNDNUT,Recommended to spray fantac plus  7-8 ml in 15 liter of water
Rust in groundnut,recommended for the spray  Chlorothalonil 2gm lit of water
ground nut aphid,Spray Dimethoate 30 EC  17 mllit water
GROUNDNUT APHIDS MANAGEMENT,RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  150 LITRES OF WATER ACRE
ASKED ABOUT TO VERMICOMPOST APPLICATION IN GROUNDNUT FIELD PREPARATION,1
information of irrgation in moongpali,kisan bhai moongphali me khuti nikalte samay sichai kren
Asking about weather information,Cloudy With clear weather no heavy Rain till June 17
asked about varieties of ground nut,varieties of ground nutDAPTARITGAG 24TG 26  phule unnati
Asked about plant protection ground nut,Recommended to spray 2mlliter
TELL ME BLACK ROT CONTROL IN GROUNDNUT,DRANCHING CARBENDAZIM 250  BEEGHA
Attack of Caterpillar,Chloropyriphos 30ml15 Lit of Water Drenching
farmer asked query about on sucking pest management in ground nut,recommended to spray acephate 300 gmacre
TELL ME SEED TREATMENT IN GROUNDNUT,5  5ML
TELL ME GYPSUM REQUIREMENT IN MUSTARD,GYPSUM REQUIREMENT IN MUSTARD 250 KG PER HA
Groundnut leaf miner control,Recommended for spray Chlorantraniliprole 6 ml  10 lit of water
ASKED ABOUT TO DISEASE CONTROL IN GRONDNUT,50  250
Asked about micronutrient mixture application for groundnut field,:        :   5   25
Asking about root  Stem rot management in groundnut,:      :     1  20
GROUNDNUT APHID MANAGEMENT,RECOMMENDED TO SPRAY IMIDA CHLOPRID 100 MILLI LITER ACRE
UREA BORDCATING,10 KG PER BIGA
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY ZYPSUM 200 KG ACRE AT PEGGING STAGE
GROUND NUT  ROOT ROT,RECOMMENDED TO APPLY 3 GRAMS COPPER OXI CHLORIDE  1LITER WATER
ask abt leaf spots,carbendezim 15 gm  10 lit water
Farmer asked Larvae control information of Grtoundnut crop,SC 7-8
TELL ME MICRO NUTRIENT MANAGEMENT,--
Farmer asked query on Weather,30  FS
TELL ME  DISEASE CONTROL VIN GROUNDNUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
Farmer asked  Fertilizer dose information of Groundnut crop,-   13
Asked about Leaf miner Sucking pests and Alternaria leaf disease management for Groundnut,:             :  2     2   1
QUERY ABOUT FERTILIZER USE IN GROUNTNUT,50 KG DAP  20 KG MOP
Groundnut Aphid management,recommended for spray imidachloprid 04 ml  litre of water
TELL ME ROOT ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250GM PER BIGHA   IN ROOT ZONE
Ask about fungus problem in cropgroundnut,SC -
Asked about Nutrient management in groundnut,suggested to spray samruddi 3 g per 1ltr of water or 5 to 6 kg per acre
Farmer asked query on Weather,DRY WEATHER NO CHANCE OF RAINFALL IN YOUR AREA
peanut stem necrosis,peanut stem necrosis :RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 200 LITERS OF WATER  ACRE
Weather report,Partly cloudy and no rain
K-6 ground nut yield,Recommended for K-6 ground nut yield  1200 kg  acre
attack of sucking pest on groundnut,spray supar confidor 6 ml  15 litter of water fo controlling sucking pest on groundnut
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,NPV 250
Farmer Asked sucking pests control information of Groundnut crop,WG   WS
attack pest,Spray Tilt 30gm  actra 5 gm 15 Lit of Water
Farmer asked fungus control information of groundnut crop,WDG
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUNDNUT,-APPLY ZYPSUM 200 KG PER ACRE NEAR PLANT SURFACE
asking about leaf miner in groundnut,Recommended for spray Dimethoate 2ml  lit
weather information,ES SAPTAH AAPKE SHATRA ME 19 VA 23 AUGUST KO BARISH KI SAMBHAVNA BNI HUI HAI
TELL ME  INSECT CONTROL IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
TELL ME CONTROL COLAR ROT DISEASES OF GROUNDNUT,USE-BAWSTEEN 250GRAMBIGA
weather information,No rain chance
Fertiliser application in groundnut,35kg DAP 27kg Potash per 1acre
Groundnut Stem Rot,Recommended to Spray Mancojab 600 gram  acre
FARMER ASKED QUERY ABOUT TRICHODERMA VIRIDAE AND Pseudomonas Fluorescens IN GROUNDNUT,RECOMMENDED TO OKAY TO USE FOR CONTROLE OF STEM ROT
Asked about plant protection in groundnut,suggested to spray Actara  05 ml per 1 liter of water
Moongfali mai kida laga hai,Carbofuron ka prayog kare
Farmer asked query on Weather,:    -       : :           30  C    22 C     9
FARMER ASKED ABOUT TO NUTRIENT MANAGEMENT GROUND NUT,0 5
asking about Jassids in groundnut,Recommended for spray dimethoate 2ml  lit
ask about sucking pest in ground nut,I suggested to spray trizophops 20 mlpump for sucking pest in ground nut
fertilizer,give urea 15 kgacer
Farmer asked seed treatment of fungus problem in Groundnut crop,WP 30
TELL ME WHIT GRUB CONTROL IN GROUNDNUT,USE CARBOFURAN 3 G 25-30 KG PER HA
Asking about groundnut biofertilizer seed treatment,50
ask of groundnut wilt,sugg to blue copper 40gmpump
ASKED FOR THRIPS ATTACK ON GROUND NUT THRIPS ATTACK,THRIPS ATTACK ON GROUND NUT THRIPS ATTACKSpray Pegasus 25 gm 15 liter of waterDiafenthiuronSyngenta
pest,spray acepate 2mllit-
ASKED ABOUT VARIETIES OF GROUND NUT,VARIETIES OF GROUND NUT ----TAG 24TG 26
Farmer asked seed treatment of white grub IN GROUND NUT  control,SLFS  mili
asked about flowering in groundnut,we recommeded multi k 5gmslt
TELL ME FERTILIZER DOSE IN GROUNDNUT CROP,USE-50KG SSP AND 11KG UREA PER BIGHA
Asking about Leaf spot  management in Groundnut,:       :   2    1
GROUND NUT SHEATH ROT,RECOMMENDED TO SPRAY PROPICONAZOLE TILT RADAR  200 ML PER ACRE
TELL ME ABOUT YELLOWING CONTROLE IN GRANDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER
ASKING ABOUT GROUNDNUT SEED RATE,GROUNDNUT SEED RATE  45 KGACRE
Information about weed control in groundnut crop,-  l
tikka disease,spray M45 CONFIDOR
groundnut ka ssed rate,apply- 65-70kgha prayog kre
Farmer asked query on Weather,:   -      : :            30  C    24 C     9
groundnut affected by root rot disease,give bavistin 250gmbigha with irrigation water
caterpillar and late leaf spot in groundnut,recommended for spray carbendazim 2gm Chlorpyriphos 2mlteepol 1mllit of water
ASKED ABOUT TO DISEASE CONTROL IN Grundnut,12   63    2
Asking about tobacco caterpillar management in Groundnut,:      :      1
TELL ME SUPHER PHOSPHATE QUANTITY IN GROUNDNUT,375KG PER HAC
asked about attack of aphids   on groundnut,attack of aphids   on groundnut - Spray Rogar 15ml15 Liter of WaterDimethoate-Cheminova
ASKING ABOUT VARIETY OF GROUNDNUT,-       -  -
Ask about larvae  sucking pests in groundnut,ZC
water management in Groundnut,Advised to watering the field
-- Ask about Fertilizer dose of Groundnut crop,-
top dressing in ground nut,apply gypsum 80kgac
Ask about weather information,possibilities of rain in next 5 days
ZINC DEFICIENCY IN GROUNDNUT,RECOMMENDED TO SPRAY ZINC SULPHATE  2 GRAMS  1 LITRE OF WATERRECOMMENDED TO SPRAY AGROMINIMAX 3 GRAMS 1 LITER OF WATER
Farmer asked Sucking pests and Larvae problem in Ground Nut crop,25-40
--TELL ME INSECT CONTROL GROUNDNUT,30  2
fertilizer dose for groundnut,fertilizer dose for groundnut-give 50 kg gypsum acer
Ground nut post emergence herbicide,Recommended for Ground nut post emergence herbicide spray Imazethapyr 600 mlac
GOWER RATE OF GROUNDNUT,BAVISTING 250 GREM PER BHIGA
Farmer asked query on Weather,:
ask for sucking pest control information,suggest: dia methote 20 ml 15 lit Water
GROUND NUT NUTRIENT MANAGEMENT,MULTI-K  1 KGACRE IN 200 LT WATER
Information about weather forecast of Block Jaitpur in District Mahoba,34C    29C     4
plant protection,apply carbendizium  3gmlt of water for control of downey mildew
about varieties  of groundnut,use tag 26 or phule prgati
FERTILISER DOSE OF GROUNDNUT,APPLY DAP-35KGMOP-27KGUREA-4KGACRE
farmer wants information about fertilizer  in Groundnut crop,Dear farmer you can apply  Urea  21 kg per acre in Groundnut crop
GROUNDNUT VARIETIES,-    -     -   -
Ground nut foliar spray,Recommended for Ground nut foliar spray ground nut rich 2 kgac
Leaf spot in groundnut,recommended for spray mancozeb  carbendazim SAAF25gmlit of water
TELL ME   FERTLIZER   INFORMATION,FERTLIZER   INFORMATION  350 KG  PER  HE  SSP AND TAP 80 KG PER  HE
Farmer asked about control of  Blight on Groundnut crop,WP
weather information,apke yaha 1 june tak ke mausam me baadal chaye rahege halki bunda bandi ki sambhawana bani rahegi
ASKED ABOUT TO  DISEASE CONTROL IN  GOUNDNUT,50   250
ask about groundnut crop varieties,:                       Ask about JAU Contact number SSK0285-
Farmer Asked sucking pests control information of Groundnut,178  SL 8-
Farmer wants to know about control of wilt disease in groundnut crop,5-6               4    50
FARMER ASKED QUERY ON WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED TO MANUAL WEEDING ONCE PEG INITIATION OCCURS DO NOT DISTURB IT
ground nut tikka leaf spot,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
TELL ME MESSAGE INFORMATION,WRITE KISAAN STOP AND SEND TO 51969 FOR SMS DEACTIVATION ON YOUR NUMBER
planting time of groundnut,planting time of groundnut - 15 january -15 feb
Attack of White Grub,PhorateThimet 10kgAcre Application
FERTILIZERS,GIVES
ask abt white grub,I suggested kloropyrifos
SEED RATE OOF GROUND NUT,SEED RATE OOF GROUND NUT50 KG PER ACREIF BOLD SEED THEN YOU CAN INCREASE THE RATE
TELL ME SEED TREATMENT IN GROUNDNUT,USE CARBENDAZIM 3GM  KG SEED IN GROUNDNUT SEED TREATMENT
rodent management in ground nut,Recommended for Zinc phosphide 2 gram  raw rice 98 gram ac
USE TRICHODERMA 25 KG PER 100 KG FYM,25  100
ASKED ABOUT TO INSECT CONTROL IN GNUT,-- 40   4    15
TELL ME VARIETY OF CASTOR,VARIETY OF CASTOR  RHC 1 GCH 4 GCH 5 GCH 7
Asking about weed management for groundnut,:     :
MOOGPHALI ME KEEDA LAGA HUA HAI,CHLOROPYRIPHAS 4LIHAC HALKI SICHAI KE SATH DE
zypsum application in gnut,zypsum  200 kgacre
asked about ground nut leaf folder,recommended quinolphos 2 mllit of water
Ask about Plant Growth Retardant Information in Groundnut crop,SL 15-20
ask for groundnut sowing time information,suggest: sowing time is stsrting phase of feb
FERTLIZER DOSE OF GROUND NUT,GO TO SOIL TESTING
Farmer asked query on Weather,5     15
TELL ME CUT WORM CONTROL IN groundnut t,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
DETAIL METHOD,EXPLAINED
Asking about Suitable groundnut varieties for villupuram district,:            : 50
whitegrab control,drenching quinalphos 25 mlpump
SEED TREATMENT,AZATOBATOR
ground nut Red spider mite management,recommended for spray Dicofol 2 ml  lit of water
Ask about how to do e KYC in PMKISAN scheme,-                         https:exlinkpmkisangovinaadharekycaspx
tikka leaf problem in groundnut crop,Recommended to spray Mancozeb 500 gracre
Ask about Thrips  problem in groundnut  crop,40         ppm
Asked about caterpillar management in groundnut,:    :  3   10
ground nut pest,mancozeb 2mllit
SOWING TIME OF GROUNDNUT,1 MAY TO 15 JUN SOWING TIME GROUNDNUT
how to control catter pillar in groundnut crop,spray of confidor 40ml 100lit of water per acre
Ask about weed control in groundnut crop,100
ROOT PROBLEM IN GROUNDNUT,USE CARBENDAZIM 400 GM PER BIGHA
WHITE FLY,ACETAMIPRIDE 050GMLIT
Asking about Sucking pests management in Groundnut,Recommended for spray dimethoate 2 ml 1 litre of water
asked about Attack of Thrips and Jassids on groundnut,Spray Regent 30 ml 15 liter waterFipronil 5 SC-Bayer
Farmer asked query on Weather,CLOUDY WEATHER THERE IS A CHANCE OF  SHOWERS IN YOUR AREA         -------12 AM TO 5 AM
GROUNDNUT POWDERY MILDEW,KERATHANE 1 ML LITER
Ask about seed treatments of white grub,EC
ask for gnut tikka disease,suggest:dithen-m-45 30 gmpump sprey
yellowing of leaves,redomil gold 25 gm15 ltr water for drenching
ASKING ABOUT CONTROL OF CATERPILLAR IN GROUNDNUT,CHLOROPYRIPHOS  EC
fertilizer dose for grnut,give 2 bags of DAP at sowing time
ASKED ABOUT CONTROL OF WILT IN GROUNDNUT,SPRAY   KASUGAMYCIN 3 SL  2 ML   LIT OF WATER
cator sucking pest,RECOMMENDED TO SPRAY MONOCROTOPHOSNUVACRON PHOSKIL LUPHOS 300 ML PER ACRE
MORE FLOWERING,BOOM FLOWER 2MLLIT
information ground nut,zink phasphaid 1 gram  mustard oil 1 ml 40 gram  bhuna hua dana ko milakar khet me dale
ASKING ABOUT CONTROL OF WEED IN GROUNDNUT,APPLY  FLUCLORALIN 45  EC 1 LITRE ACRE
Basal fertilizer for ground nut,apply dap 50 kgac in basal
farmer want to know information about How to control of weed attack in ground nut  crop,recommended for to control of weed attack in ground nut   crop pendimethilin  1 liter acer
FARMER ASKED ABOUT FERTILIZER SPRAY FOR  GROUNDNUT,-
TELL ME BLIGHT CONTROL IN GROUND NUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Farmer asked query on Weather,10-12
ROOT PROBLEM IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GM PER BHIGA
GROUNDNUT TIKKA LEAF SPOT,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
Groundnut leaf miner management,recommended for Spray chlorpyriphos 2mllit of water
Asking about Groundnut sowing season and varieties,:     :
Asking about weather forecast,Asking about weather forecast This week weather is cloudy and light to moderate possibility of rainfall
groundnut foliar application,:       :         2  200
top dressing for groundnut,recommended for apply Gypsum 100kgborax 10kgac
Ground nut in thrips,Recommended for spray dimethoate 2 ml teepol 1 mlliter of water
