QueryText,KccAns
tell me about disease and pest control in PEANUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
TELL ME NUTRIENT MANAGEMENT IN GROUNDNUT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 5 GRAM PER LITRE WATER
Farmer asked query on Weather,: -                         37       30          5
fertilizer for ground nut,use urea 20 kgekar
Tobacco caterpillar in groundnut,Recommended for spray Profenophos 2 ml  litre of water
TERMITE IN GROUND NUT,RECOMMENDED TO APPLY  CHLOROPYRIPHOS  8 KG  ACRE FOR TERMITE IN GROUND NUT
WILT ATTACK IN GROUNDNUT,-       WP  -30
weed management in groundnut,kisan bhai aap nirayi karwayen
Asking about Groundnut leaf eating caterpillar management,:      :   20  EC  - 2
i am spraying glyphosate for controling of weeds in my field after how many days we prepare forsowing the crop,suggested after 25-30 days only u sowthe groundnut after sparying of glyphosate
rat problem in ground nut crop,foret 10g-10 kgacre pryog kre
micronutrients for groundnut,spraying of microla 25 ml in 10 lit water
Asked for the control  of the Fruit eating catter pillar,Apply the dichlorwash
Farmer asked Mealy Bug problem in Soyabean crop,EC 30
asked about caterpillar and sucking pest management in groundnut,:          :  2  1
FARMER ASKED ABOUT CULTIVATION AND VARIETIES OF GROUNDNUT,- -  -      -    -  -  -     -
Land preparation for Groundnut,Recommended to apply Gypsum 1 quintal per acre of land and to apply compost 3 ton per acre of land for Groundnut
Farmer asked termitewhite grub control information of groundnut,EC
TELL EM ABOUT INSECT CONTROL IN GROUNDNUT,145   1
SEED VARIETY OF GROUNDNUT,RECOMMENDED SEED VARIETY OF GROUNDNUT:KISANJAWANKADIR-1PUNJAB-1AM-13SMRUTI
ASKED ABOUT TO NUTRIENT MANAGEMENT GROUNDNUT,3  4 ML
Farmer asked about pre emergence weed management in groundnut,1  200
ask about yellowing leaf control in groundnut crop,100     10
Ask about weed control information,10 SL  30mlpump -   -
tell me insect control in GROUNDNUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
Groundnut stem rot management,Recommended for drenching with carbendazim 2 g  lit of water
Asking about bio fertilizer application groundnut,Recommended for apply Azospirillum 1 kg and Phosphobacteria 1 kg mix with 20 kg Farm yard manure ac
groundnut seed treatment,to use thiram or captan 3 gram per 1 kg seed of groundnut
Foliar nutrient spray management  for groundnut,Recommended for spray groundnut rich 2 kg acre
Farmer needs information regarding how to control caterpillar in groundnut crop,03   10
Asking about root grub in groundnut,:    :     2
NO UPCHAR IN GROUNDNUT,KARBANDAZIM 2 GRAM PER LITER WATER SPRY
TELL ME CONTROL OF FLOWER DROPPING IN GROUNDNUT,45   1    4
ASKED ABOUT TO USE SULPHUR IN CROP IN GROUNDNUT,80WDG  2
FERTILISER FOR GROUNDNUT,APPLY 8KG NITROGEN16KG PHOSPHOROUS16KG POTASH PER ACRE
Root Rot in groundnut,soil Dreching with copper oxychloride 25 glit
Asking about Root rot in groundnut,-- :       :   1     20
Ask about sucking pests problem in groundnut crop,WG  8
ASK ABOUT WHITEGRUB CONTROL,I SUGGESTED CHLOROPYRIFOS 20 MLPUMP DRENCHING
SUCKING PEST CONTROL IN GROUND NUT,APPLY CHLOROPYRIPHUS 12KG PER ACRE
CHOMU MANDI GROUNDNUT RATE,4810 RU QU
TELL ME ABOUT TIKA DISEASE  CONTROL IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
ASKING ABOUT WEED MANAGEMENT IN GROUNDNUT,Clodinafop Propargyl 15 WP - Dosage: 160 gram per acre
Give me weather information,20 se 25 july tak pratek din barish ki sambhawana hai
Asked about plant protection in groundnut,Recommended to spray 4 ml Spinosad 45 SC per 20 lit tracer
information of proper timing for sowing Groundnut,28-30
ask about varitites,Erect: GG-24567
fertilizers of grnut,fertilizers of grnut -54 kg urea313 kg ssphectar
Groundnut top dressing fertilizer,Recommended for apply Gypsum 75 kg borax 5 kgac
TELL ME CONTROL OF TIKKA IN GROUNDNUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
SEED RATE OF GROUNDNUT,SEED RATE OF GROUNDNUT: RECOMMENDED SEED RATE IS PODS-95 KGS SEED-60 KGS PER ACRE
ASKED ABOUT TO USE SULPHUR IN  GROUNDNUT,80WDG  2
Asking about Boron Deficiency symptom in groundnut,Recommended for The pod development is affected resulting in the production of pop pods
ask for groundnut fertilizesr dose,sugggest:give urea with irrigation
Asked about Plant protection in groundnut,--Recommended to spray Imidachloprid 178 SL- 05 ml per lit water
TELL ME WEATHER INFOMRATION,NO RAINFALL NEXT FIVE DAYS
ASKED ABOUT TO  DISEASE CONTROL IN GROUNDNUT,5   1
TELL ME COLAR ROOT IN GROUNDNUT,USED KITAZINE 2KG  BIGHA
GROUND NUT ROOT ROT,RECOMMENDED TO SPRAY CARBENDAZIM 200 GRAMS PER ACRE
Thiram ka prayog kitna kare,2gramkilogram ka prayog kare
Ask about termitewhite grub control information in groundnut crop,EC
TELL ME YELLOWNESS OF GROUNDNUT,NPK 10 GM  LITER WATER SPRAY
Farmer asked query on Weather,-           28    9      6
about management of the tikka leaf spot,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
TELL ME WEATHER INFORMATION,LIGHT RAIN MAY BE AFTER 2-3 DAYS
leaf miner in groundnut,Recommended for spray Maalathion 2ml  lit
ground nut tikka leaf spot management,ground nut tikka leaf spot management : recommended to spray saaf 400 grams per acre
Farmer asked termitewhite grub control information of groundnut,EC                   GR
TELL ME CONTROL OF BLIGHT DISEASE IN GROUNDNUT,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 2 GM PER 15 LITER WATER
Aphids in groundnut,Recommended for Spray imidacloprid 50 ml acre
Farmer wants to know information about how to control of fungal attack in groundnut crop,WP           IP       IP   2
Asking about Leaf caterpillar and Sucking pests management in groundnut,:        :  2    1       1
Ask about Plant Growth Retardant Information in Groundnut,SL
asked about thrips yellow mite management in groundnut,:       :    12  10
Ask about fungus problem,Suggest: Blue copper 40 gmpump
Stem rot in groundnut,Recommended to spray Amistar top azoxystrobin  difenoconazole 2 ml per litre of water for stem rot in groundnut
Ask about larval control in groundnut,100
Ask about sucking pests problem in Groundnut crop,SL 7-8
ask for fertilizer,25kg N  50kg P
ground nut foliar spray,recommended for spray  Groundnut Rich 2 kg  200 lit of water
Ask about sucking pests control information in GROUNDNUT,SC
Farmer needs information regarding weed management  for groundnut,-   -           -                                         -   30-35
FIRST IRRIGATION IN GROUNDNUT,AFTER 25 DAYS
ask abt thrips,i suggested rizant
seed treatment in groundnut,USE CARBENDAZIM 2 GM PER KG SEED
ask for chlorosis in g nut,100 gm ferrus sulphate 20 gm citrus acid per pump
Ask about general information,Suggested: All information provided - Thanks for calling in kisaan call center
Pod borer in groundnut,Recommended for apply Carbofuran 4 kg neem cake 25 kgac
Ask abt termite,i suggested darmet
mugphali me ukhta laga hai,Carbendazim 12 Mancozeb 63 WP 2 gram  liter pani ka spray kare
CONTROL TERMITE IN GROUNDNUT,EMIDACLOPRID 300 MLBIGHA BIFORE IRRIGATION
TELL ME WEATHER INFORMATION OF SIKAR DIST,FIVE DASY RAINFALL
Groundnut planting season,Recommended for Groundnut planting season of November- December
Asking about  beetle and sucking pest managment,2
Asking about aphids management in groundnut,:       :     15
ask abt fert in gnut,i have sugested ASP
ABOUT THRIPS CANTROL IN GROUNDNUT,SPRAY OF IMIDACHLOPRID 178 SL  05 ML PER LITER WATER
Farmer wants to know  improved variety of mustard crop,-    -2 -3  -2
farmer asked about Carbosulfan uses in ground nut,Carbosulfan works against Aphids Thrips  and Fruit Borers
which varities of groundnut use for sowing,you can use groundnut varities jl-24tag-24 for sowing
Caterpillar Attack,Spray Proclaim 5gm15lit of Water
Blight Attack,Spray Actra 5 gm15 Lit of Water
season of groundnut,june-july
varieties of groundnut,varieties of groundnut-TAG-24 SB-11 phule unap
Asked about Groundnut top fertilizer application,:      :  80    4
LEAF SPOT,CHLOROTHALONIL 2GMLITRE
TELL ME CONTROL YELLOW LEAVES COLOUR IN GROUNDNUT CROP,SPRAY FEERUS SULPHATE 5GM PER LITTER WATER
TELL ME PEST CONTROL IN  GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
TELL ME WEATHER INFORMATION OF BARMER,WEATHER INFORMATION RAINFALL MAY BE OCCER IN NEXT FIVE
Farmer asked Aphid problem in  gnut crop,SL 6-8
Information about Seed treatment of Groundnut seed,25         4
Ask about all type of pest control in groundnut crop,40         ppm
Asking about Leaf miner and sucking pests management in groundnut,Recommended for profinophos 2 ml  acephate 1 gram1 litre of water
Information about seed rate of ground nut crop,-                   95-100
LEAF BLIGHT IN GROUNDNUT,LEAF BLIGHT IN GROUNDNUT - SPRAY INDOFIL M45 2GRAM IN 1LIT WATER
asking about sowing season for groundnut kadiri 1812,:         :  -    -
Farmer asked query on Weather,35    20      7
FERTILIZER MANAGEMENT IN GROUNDNUT,APPLY GYPSUM   200 KGACRE
Asking about Stem rot management in Groundnut,:        :    1    20
ATTACK OF THRIPS,Spray monocrotophos 15ml15 Lit of Water
water  managmenet  info,8 day water supply in the field
Query  about Plant protection in Ground nut,1 gm   3
asked about weed control in groundnut,Goal 20 ml oxyfluorfen15 liter of water-Dow Agro
Farmer asked query on Weather,:THERE IS CHANCE OF CLOUDY WEATHER   NO RAIN  IN YOUR AREA
KAUIA LAGATA HAI,RAKHWARI KARE
Farmer asked Larvae control information of  ground nut,EC
soil testing,contact to agril dept
TELL ME FERTILIZER IN GROUNDNUT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
Asked about groundnut pod borer managment,15
APHIDS IN GROUNDNUT,RECOMENDED TO SPRAY DIMETHOATE ROGOR 2MLLITER WATER TO CONTROLL APHIDS IN GROUNDNUT
groundnut cultivation,-- -
Asking about Ground nut leaf webber management,Recommended for spray Profenophos 50 EC Moncron2 ml  lit of water
tell me insect control in groundnut,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
ground nut pest management details,recommended for neem oil 3 ml  teepol 1 ml  lit of water
ground nut leaf eating caterpillar,RECOMMENDED TO SPRAY SPINOSADTRACER SPINTER  CHARGE   75 ML  PER ACRE
Farmer asked required document for pradhan mantri kisan samman nidhi yojna,-
TELL ME CONTORL OF WHITE GRUB,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Farmer asked Jassid Problem in groundnut  crop,50 SC
TOBACCO  CATERPILLER IN GROUNDNUT MANAGEMENT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  PROCLAIM 90 GRAMS 150 LITRES OF WATER  ACRE
attack of caterpillar,spray profex super
farmer want to know information about how to control of leaf spot in groundnut crop,recommended dose of mencozem 40 gram pump
ground nut seed treatment,5 GRAMS OF TRICHODERMA VIRIDE 1kg of seeds
ATTACK OF BLIGHT ON GROUNDNUT CROP,SPRAY REDOMIL GOLD 25 GM IN 10 LTR OF WATER TO CONTROL ATTACK OF BLIGHT ON GROUNDNUT CROP
Farmer asked query on Weather,:    :        31      24       4
Farmer asked query on Weather,:       :                   32     23      8
asking about Alternaria leaf disease management in groundnut,recommended for mancozeb 2 gram 1 litre of water
Farmer asked query on FERTILIZER MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY ZYPSUM 200 KG PER ACRE
Asked about leaf feeder management in groundnut,:       : 2    3      1
Groundnut foliar spray,Recommended for spray mn mixture 5 g  litre of water
ALTENERIA LEAF SPOT,CARBENDAZIM 15GM1LIT WATER SPRAY
Attack of Thrips ON GROUNDNUT,SPRAY ADMIRE 5 GM Antracol 30 gm 15 liter water BAYER CROP SCIENCE
soing time,soing time oct-nov
ASKED ABOUT TO WEED CONTROL IN GROUNDNUT,30     25
ask for gnut wilt,suggest:bavistin 30 grampump dranching
Ground nut top dressing fertilizer,Recommended for Ground nut top dressing fertilizer Gypsum 75 kg borax 10 kgac
ground nut growth,recomonded dosage zypsum 200kgacre
OUT OF STATE WANT TO ASK HOW TO GROW ALMOND,NO INFORMATION AVALABLEPLS CALL YOUR STATE KCC
TELL ME PEST CONTROL OF GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
MOONGFALI ME KIDA LAGA HAI,MONOCROTOPHOS 36 2MLACRE KAA CHHIDKAV KARE
Ask about PGR AND PGP Information of groundnut,--
Ask about a larvae pest problem in groundnut,1  SC     2       ZC      3    SC 7-8
asking abt the yeloowishness inkantola,i have suggested to give micro nutrient
FARMER ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT,-                                                   -                    -
information regarding sowing time for groundnut,FROM WEEK OF JUNE TO FIRST WEEK OF JULY
Farmer asked about  whitegrub problem in groundnut,SGCG
Ask about white fly control information in groundnut crop,SP
fertilizer management in groundnut,recommended to apply 220 kg zypsum per acre
WEATHER REPORT OF EGRA BLOCK IN EAST MIDNAPUR DISTRICT,PARTLY SUNNY AND VERY WARM WEATHER NO CHANCE OF RAINFALL TODAY
fertilizer,urea 12:61:0
termite attack in groundnut,recommended Seed treatment with chlorpyriphos  65ml kg of seed may reduce termite damage
Farmer wants to know information about Groundnut Nutrient Management,::  0:0:50   1       -         I
asked about caterpillar in Gnut,-
Gumguvar wilt,Chlorpyriphos 30 ml  10 lit water
asked about varieties of groundnut,varieties of groundnut- SB-11  TAG-24
Asked about Aphid and Thrips management for Groundnut,:        :  4  10
farmer asked about planting distance in groundnut,planting distance in groundnut -3010 cm
Asked about plant protection in Groundnut,Recommended to Spray Emamectin benzoate 5  SG 5 g10 lit for FEEDERS
weather informetion,24-26 july me  halki varsha ki sambhawna hai
TELL ME ABOUT DISES CONTROL IN GROUNDNUT,250
FARMER ASKED ABOUT TO INSECT CONTROL IN PEANUT,130
how to seed treartment of groundnut,seed treat with 3 gm captan with 1 kg seed
variety of sunflower,kbsh1
asking for the leaf spot in groundnut,recommended for the spray of bavistin at the rate of 1 gram  teepol 05 ml in 1 litre of water
flies in groundnut,recommended for spray daimethoate 2mlneemoil 3mlteepol 1mllit of water
Groundnut plant protection,Super Confidor-05mllit Carbendazim-2gmlit-spray
Ground nut foliar spray,Recommended for spray ground nut rich 2 kgac
leaf minor in groundnut,Quinalphos 25 EC -  2 ml  water
weather information,kisan bhai aapke yha es saptah koi bhi  barish ki sambhawana nahi hai
asked varieties of gnut,varieties of gnut- s b 11  t g 26
weed management in groundnut,RECOMMENDED TO SPRAY PENDIMETHALIN 1 LITRE 200 LITRES OF WATER ACRE
asking about  groundnut top dressing fertilizers,recommended for apply gypsum - 75 kg  borox - 4 kg acre
ground nut white fly,recommended to ulala 75gmacre
Farmer asked query on Weather,26     8
Farmer asked fungus control information of GROUNDNUT CROP,WDG
asked about Attack of JassidsLeaf hoppers,Spray Actra 5 gm15 Liter of WaterThiomithoxom 25-Syngenta
TELL ME COLOUR ROT IN GROUNDNUT,400 GRAM KARBANDAZIM
ask for green gram sowing time information,suggest: sowing time is june-july
Farmer asked fungus control information in Groundnut crop,EC -
Farmer asked fungus in root control information of GROUND NUT,WG
GROUNDTNUT LEAF SPOT,RECOMMENDED SPRAY OF CARBENDIZIUM 2GM PER LITRE OF WATER
fertiliser dose of groundnut,apply 65 kg superphosphate  65 kg suphala  acre
Farmer asked query on Weather,:   -        : :              32  C    23  C     7
ASK ABOUT SUCKING PEST,I SUGGESTED  DIMETHOET 20 MLPUMP
Stem rot in groundnut,Recommended for soil drenching Carbendazim 2 g litre of water
Farmer asked fungus in root control information of groundnut crop,WP           Ridomil Gold Syngenta
sucking pest in ground nut,SPRAY IMIDACHLOPRID  1 ML  3 LITER OF WATER FOR SUCKING PEST IN GROUND NUT
seed treatment,mancozeb 3grams per kg
asking abt the control ol early leaf spots in gnut,i have suggested to spray carbendizim 5gmpump
RUST IN GROUND NUT,APPLY CARBENDAZIM  MANCOZEB  2 GM  1 LITER OF WATER FOR RUST IN GROUND NUT
FARMER ASKED QUERY ON AZOSPIRILLUM,RECOMMENDED TO GROUND NUT CROP IS NITROZEN FIXIATION CROP  AND AZOSPIRILLUM IS USED IN LAST  PLOUGHING AND FOR SEED TREATMENT
plz give me weather information,Farmers are expected to rain in your 5 to 10 July
herbicide in ground nut,RECOMMENDED TO SPRAY PENDIMETHALINSTOMP 1-125 LITREACRE
weather information,aapke shatra me es saptah 19 july tak pratidin chitput bunda-baandi hone ki sambhavna bni hui hai
GROUND NUT ROOT ROT,RECOMMENDED TO SPRAY METALAXYL RIDOMIL 400 ML PER ACRE
Asking about Aphid and leaf miner management in Groundnut,Recommended for Profinophos 2 ml  Acephate 1 gram 1 litre of water
Attack of Caterpillar,Spray Proclaim 07 gm15 liter of WaterEmamectin BenzoateSyngenta
Red hairy caterpillars infestation in groundnut,Deep summer ploughing to destroy the pupa  Early sowing to escape from pest damageInstall a light trap  1 ha or bonfires immediately at the onset of rains to attract and kill the moths in endemic areas
ask about whether at tankara block,5
Asked about plant protection in groundnut,Suggested to spray  KAVACH or  CHLOROTHALONIL 15g per lit water
Farmer needs information regarding control measure of fungal disease in crop GROUNDNUT,40       2    15
inter cropping for groundnut,inter crop cultivation all pulses like greenblack gram  cowpea
Groundnut in thrips,Recommended for spray dimethoate 2 ml teepol 1 mlliter of water
WEEDICIDE,ALACHLOR
PEST PROBLEM OF GROUNDNUT,SPRAY OF THIOMETHOXAM 25 WG 05 GM  PER LITER WATER
Ask about fungus control problem in g nut crop,- - 25 kgha
RUST MANAGEMENT IN GROUNDNUT,RUST MANAGEMENT IN GROUNDNUT :RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
ask for groundnut root rot  information,suggest: drenchign with blue copper 40mgmpump
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,50   5  1
leaf eating caterpillar control in groundnut,recommended for spray profenophos 2 ml lit of water
Farmer asked query on Weather,WEATHER REPORT : CLOUDY WEATHER CHANCE OF SHOWERS IN YOUR AREA
TELL ME ABOUT ROOT ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
ATTACK OF WHITE GRUB,PhorateThimet 10 gm 10kgAcre Application
VARIETIES OF GROUND NUT,VARIETIES OF GROUND NUT ARE KADIRI 6KADIRI 9TAG 24
FERTILIZER DOSE,as per recomandation
Farmer asked Heliothis Larvae Problem in ground nut crop,EC 0
